CellName	Stroma_Adventitial Fibroblast	Stroma_Airway Smooth Muscle	Epithelial_Alveolar Epithelial Type 1	Epithelial_Alveolar Epithelial Type 2	Stroma_Alveolar Fibroblast	Endothelial_Artery	Immune_B	Epithelial_Basal	Immune_Basophil/Mast 1	Immune_Basophil/Mast 2	Endothelial_Bronchial Vessel 1	Endothelial_Bronchial Vessel 2	Endothelial_Capillary	Endothelial_Capillary Aerocyte	Endothelial_Capillary Intermediate 1	Endothelial_Capillary Intermediate 2	Immune_CD4+ Memory/Effector T	Immune_CD4+ Naive T	Immune_CD8+ Memory/Effector T	Immune_CD8+ Naive T	Epithelial_Ciliated	Immune_Classical Monocyte	Epithelial_Club	Immune_Dendritic	Epithelial_Differentiating Basal	Immune_EREG+ Dendritic	Stroma_Fibromyocyte	Epithelial_Goblet	Immune_IGSF21+ Dendritic	Immune_Intermediate Monocyte	Epithelial_Ionocyte	Stroma_Lipofibroblast	Endothelial_Lymphatic	Immune_Macrophage	Stroma_Mesothelial	Epithelial_Mucous	Immune_Myeloid Dendritic Type 1	Immune_Myeloid Dendritic Type 2	Stroma_Myofibroblast	Immune_Natural Killer	Immune_Natural Killer T	Epithelial_Neuroendocrine	Immune_Neutrophil	Immune_Nonclassical Monocyte	Immune_OLR1+ Classical Monocyte	Stroma_Pericyte	Immune_Plasma	Immune_Plasmacytoid Dendritic	Immune_Platelet/Megakaryocyte	Epithelial_Proliferating Basal	Immune_Proliferating Macrophage	Immune_Proliferating NK/T	Epithelial_Proximal Basal	Epithelial_Proximal Ciliated	Epithelial_Serous	Epithelial_Signaling Alveolar Epithelial Type 2	Immune_TREM2+ Dendritic	Stroma_Vascular Smooth Muscle	Endothelial_Vein
MP_ST_P7_Cluster2	0	3.42E-06	0.034398349	0.238674631	0.00089813	0	0.003779862	0.001650217	0.009278963	0.00258674	0.00014973	6.15E-05	0.032298492	0.016201733	0.025890414	0.016030445	0.006552414	0.014521213	0	0.002593916	0.000436632	0.015093468	0.204866518	0	0.001313131	0	0	2.70E-05	0.002282982	0.001570867	2.24E-06	0	0.000309045	0.244375437	0	0.012327861	0.001957262	0.004125565	0	0.027258408	0.000264938	0	0.00071647	0.002487658	0.00361833	0.001103544	0	0	2.65E-05	0.005500042	0.002781487	0.003274713	0	0	0	0.058511156	0.00019029	8.21E-06	0
MP_ST_P7_Cluster3	0	0.000430273	0.075802153	0.020814351	0.000920045	0	0.015952069	0.130945467	0.009590579	0.004036684	0.006361278	0.002465527	0.021103995	0.013687841	0.012534347	0.054185358	0.023383366	0.062359835	3.86E-06	0.012341345	0.003954108	0.03986437	0.081465585	0	0.155669797	0.000225346	0	0.037154932	0.002679386	0.001065136	0.000161771	0	0.001211701	0.039578527	8.88E-05	0.063070096	0.002516647	0.00087447	0	0.038706805	0.001935445	8.69E-05	0.005492562	0.005512492	0.002965843	0.00035788	0.000417978	0.00131163	0.002539268	0.018517625	0.005431991	0.004010566	0.002833758	0	0	0.0099107	0	0.000380587	0.003088911
MP_ST_P7_Cluster5	0	0.001222739	0.03470852	0.011075052	0.000289356	0	0.026851252	0.060973553	0.017105249	6.25E-05	0.001118953	0.000145532	0.072510808	0.065793637	0.062899997	0.045804191	0.008905005	0.051262546	6.07E-07	0.019273325	0.003961057	0.05049924	0.053392314	0	0.158584201	0.000451827	0	0.001896347	0.00719756	0.014169404	0	0	0.000498253	0.137446223	0	0.006711454	0.013175353	0.000848236	0.000191927	0.016761373	0.000926369	0	0.002901634	0.015031232	0.012899776	0	0	0	6.40E-05	0.000131061	0.000601997	0.000539922	0.000803059	0	0	0.012519702	0.003925037	0.003802926	6.57E-05
MP_ST_P7_Cluster6	0	1.59E-05	0.001666602	0.644560907	0.000860495	0.000181206	0.000472159	0.000331208	0.004145347	0.001125129	0.001177614	2.04E-05	0.00380768	0.003183433	0.000879611	0.001851113	0.008588211	0.013704726	0.000613234	0.001710873	0.003780693	0.004792983	0.016201665	0	4.25E-05	0	1.07E-05	0	0.000686534	0	0	0	0.009522609	0.024434233	8.19E-06	0.015737724	0	4.94E-05	0.000644672	0.004059379	0.00015848	0	0	0.000275333	0	0.050155164	7.62E-05	2.21E-05	0.000400591	0.008712157	0.001143808	0.00226825	0	0	0	0.148067129	0	0.000243289	0.01961038
MP_ST_P7_Cluster7	0.212473932	0.008821324	0.003765629	0.005792206	0.146959301	0.000837323	0.000311366	0.059522626	0.002997037	0.00031102	0.008721046	2.61E-05	0.015516631	0.001457041	0.00538269	0.003781142	0.006032742	0.004736792	0.000544757	0.00029231	4.49E-05	0.002468524	0.002399515	0.000333503	0.008737692	0.000513354	0.103755904	0.00282447	0.001135165	0.00055148	0	0.006732522	0.004607004	0.057098037	0	0.010998373	7.61E-07	0.000675867	0.155664012	0.00152229	0.001135618	0.001649913	2.79E-05	0.000583308	0.000384206	0.001376514	2.63E-05	0.001496738	0.000191473	0.003334644	0.014894356	0.000630672	0.000194216	0	0	0	0.001247674	0.118031063	0.006449011
MP_ST_P7_Cluster8	0.015030929	0.412412981	0.000200586	3.39E-05	0.008481622	0.209345513	0	0	2.86E-05	0	0.013959213	0.000293346	0	1.47E-05	0	0	0.029906505	0.013579539	0.003319314	0	0	6.48E-06	0	0	0	0	0.038739916	0	2.86E-05	0	0	0	0.008366491	0.000711683	0	0	0	0	0.000262976	5.76E-05	0	0	0	0	0	0.016036483	0	0	1.96E-06	0	0	0	0	0	0	0	0	0.179482529	0.049698538
MP_ST_P8_Cluster1	0.001192683	0.001906685	0.027940585	0.103910899	0.000251329	0.005286854	0.011085965	0.091169226	0.014703351	0.002885499	0.001743881	0.003166333	0.050066425	0.034060845	0.011178581	0.019319706	0.032918108	0.031910572	0	0.004529475	0.007476856	0.053816669	0.115754604	0	0.084081042	0.000958883	0.000547911	0	2.14E-05	0.002171609	0.000224617	0.000571014	0	0.137050125	3.06E-05	0.005529284	0	0.000201919	0.005953866	0.073801502	0.004668726	0	0.000997745	0.011525786	0.002536675	0.004901144	0	0.000153704	0	0.000228114	0.00134016	0.012782362	0.001797976	0	0	0.017780464	0.00026857	0.003399042	0.000200653
MP_ST_P8_Cluster4	0.04847289	0.029354587	0.003851976	0.004684348	0.020674955	0.005296532	0.038001405	0.006337304	0.052041036	0.019054572	0.004566614	0.001149926	0.07861006	0.016092522	0.021084068	0.043680443	0.015907193	0.012876376	0.000111926	0.002419131	0.001620658	0.020782902	0.117435478	6.50E-05	0.004482123	0.002898124	0.008094971	0.001811862	0.013428185	0.000120008	3.36E-05	0.004809103	0.020442671	0.135302703	0	0.009035921	0.00344909	0.001509352	0.073724903	0.016584775	0.006204431	1.50E-05	0.000119266	0.001367121	0.00444302	0.010594925	0.000425288	0.008062984	0.001606021	0.003330861	0.000262608	0.023899931	0.00132591	0	0	0.000108655	0.042890519	0.028897387	0.006546721
MP_ST_P8_Cluster5	0.001019068	0.000534827	3.02E-05	0.000887229	0	0.004486684	0.015082247	0.001862796	0.0069009	0.001642628	0.000525573	0.005469817	0.04127196	0.03522588	0.008934456	0.010544732	0.014617703	0.009623857	0	0.003748961	0.000403002	0.025898847	0.004060033	0	0.012773464	0.018798108	0	0	0.026208903	0.005291115	3.39E-05	0	0.000711839	0.578117763	0	0.00676816	0.00049002	0.004200261	0.000318711	0.018729904	3.98E-05	0.000338162	0.002097315	0.013355267	0.017012042	0.000261762	0	0	0.002317125	0	0.018617048	0.017009886	0	0	0	0.000283997	0.063078386	0.00037559	0
MP_PA_ST_P5_Cluster0	0.010027571	0.027734653	0.012501971	0.001702168	0.055280545	0.023525648	0.053783536	0.011061676	0.013558176	0.004707763	0.035423273	0.001069846	0.067867226	0.031344243	0.012342492	0.006654515	0.073125212	0.033611655	0.017006117	0.042222302	0.002778242	0.02735523	0.02416962	0	0.002227544	0.00155406	0.001010245	0	0.004795745	0.001579982	0.005486063	0	0.082857572	0.048454664	9.37E-05	0.000804217	0.00172926	0.002485242	0.004209557	0.048692044	0.004241453	0.007424781	0.005849233	0.007582015	0.001063003	0.02012632	0.03864443	0.023148228	0.007646691	0	0.000284984	0.013665867	0	0	0	0.000128979	0.004847981	0.025310471	0.045201952
S_ST_P5_Cluster3	0.00195818	0.008841637	0.003560305	0.00022997	0.012742807	0.012255702	0.047923324	0.009906237	0.025130281	0.00189499	0.023269389	0.006758034	0.055151995	0.028661885	0.001696614	0.027298192	0.233000062	0.086663481	0.055183265	0.025319693	0.002145342	0.039937538	0.018595456	0	0.008834808	0.002055719	0.003240274	0	0.000921619	3.35E-06	0	1.31E-05	0.009692284	0.126703538	0.003542907	0	0.013380984	0.000275011	0.004816696	0.042925365	7.20E-05	3.68E-05	0	0.010092782	0.001146579	0.009985927	0.009626414	0.000467354	0.003088306	0	0	0.004723844	0	4.68E-05	0	7.42E-05	0.000236931	0.015511741	0.00036037
S_ST_P5_Cluster4	0.004322123	0.01847466	0.062431387	0.017463991	0.003881463	0.004996726	0.001620924	0.148407525	0.013779405	0.001215714	0.011321352	0.009413787	0.094909401	0.066111404	0.03299105	0.009016267	0.017680938	0.012652213	0.002153505	0.007785041	0.009379603	0.01131166	0.014147619	0	0.05535118	0.008524043	0.003134818	0.012420956	0.032638412	0.000118507	0.000113156	0.000153804	0.017809123	0.064137451	0.001142255	0	0.001550835	0.001154596	0.00326837	0.013712986	3.76E-06	0.000157671	5.13E-05	0.008079144	0.028738218	0.001676617	0.000467402	6.12E-06	0.003092405	0.123107611	0.002505449	0.001060715	0.009327021	0.007454961	4.68E-05	0	0.000217737	0.01951125	0.003797549
S_ST_P5_Cluster5	0.22438488	0.082820276	0.001111492	0.002622882	0.073221938	0.004317231	0.003062017	0.008617979	0.022117458	0.002479438	0.009202049	0.000912591	0.008251565	0.020774845	0	0.003769133	0.013940494	0.002314182	0.002319538	0.00372689	0.000197566	0.008665712	0.000250419	0	7.26E-05	0.001900289	0.036101325	0	0.005955219	0	8.46E-05	0.013971824	0.012252758	0.102056862	0.001939218	0	0.005077988	0.000180067	0.13729636	0.013373338	0.000605696	0.000153073	9.58E-05	0.000277583	0.000603121	0.001889172	0.000337718	0.00013911	0	0	0.000100778	0.00430734	0	0	0	0	0.003116887	0.158849937	0.000180864
S_ST_P5_Cluster6	0.01836862	0.025506434	0.011135005	0.008289123	0.011520519	0.009582596	0.0533364	0.031137826	0.030027788	0.004464381	0.01231844	0.002564683	0.025084361	0.024941964	0.002623144	0.01167793	0.028464137	0.01301122	0.018597764	0.013369353	2.30E-05	0.056206803	0.007920141	0	0.016951777	0.00243161	0.018667089	0	0.009847661	0.004496615	0	9.59E-06	0.007072584	0.348592822	0.000133777	0	0.016925275	1.54E-05	0.031755958	0.034104237	0	0	0.00019527	0.015321473	0.01159602	0.001614694	0.003119499	0	0	0.005732597	0	0.000135096	0	0	0	0	0.018329158	0.032752065	2.81E-05
S_ST_P5_Cluster7	0.003468443	0.01046709	0.003222923	0.563657579	0.005676383	0.000941541	0	0.140693668	0.010861838	0.001218432	0.003351701	0.00793159	0.01622506	0.017957461	0.00258401	0.001570461	0.005552284	0.003015078	0.000363967	0.00018238	0.001421125	4.82E-05	0.01033262	0	0.016727379	0.004385987	0.00043615	0.000491016	0.004046926	1.89E-05	0	0	2.88E-05	0.019106778	0.00205283	0.000150846	0	0	0.018147088	0.002547607	0	0	0	5.88E-05	0.007919015	0.002253277	0	0	0.000553866	0.085272759	0	0.001410882	0.000854925	0.000117352	0.000160254	0.01254983	0	0.009898454	6.65E-05
